id,question,answer,source,answer_pred,agree,n_correct
train-016398,"Sally initially memorized 20 poems. After a few months, she could recite 7 poems perfectly, remember only a single stanza from 5 poems, and mix up a few lines from another 4 poems. How many poems did she completely forget, and how many poems did she partially remember or mix up?",9,제보,9,0.625,5
train-016430,"An ellipse has its major and minor axes lengths of 14 and 10 respectively. Using one of the foci as a center, a circle is drawn to be tangent to this ellipse without extending beyond it. Calculate the radius of this tangent circle.",4,제보,-26,0.375,0
train-016440,"299. There are 8 balls: 2 red, 2 blue, 2 white, and 2 black. Players A and B take turns attaching one ball to one of the vertices of a cube. Player A aims to achieve a vertex such that this vertex and its three adjacent vertices each have a ball of a different color, while Player B aims to prevent this. Who will win with the correct strategy?",1,제보,6,0.25,2
train-016444,"a, b, and c rent a pasture. If a puts some oxen for 7 months, b puts 12 oxen for 5 months, and c puts 15 oxen for 3 months for grazing, and the rent of the pasture is Rs. 245, then c pays Rs. 62.99999999999999 as his share of rent. How many oxen did a put for grazing?",17,제보,20,0.375,1
train-016453,"Mila has 240 feet of fencing. She wants to enclose a rectangular space where the area is eight times its perimeter. Using all her fencing material, what is the length of the longest side of the enclosure?",80,제보,104,0.125,1
train-016462,"There are currently 34 dogwood trees in the park. Today, 5 park workers will plant dogwood trees. Worker A will plant 12 trees, worker B will plant 10 trees, worker C will plant 15 trees, worker D will plant 8 trees, and worker E will plant 4 trees. However, 2 trees planted by worker C and 1 tree planted by worker D will not survive due to transplant shock. Additionally, a pest infestation affects the newly planted trees, causing a 10% loss among the successfully planted trees. How many dogwood trees will the park have when the workers are finished and taking into account the tree losses and pest infestation?",76,제보,76,0.125,1
train-016483,"After picking 250 peaches, Brenda discovers that only 60% of them are fresh. Additionally, she discards 15 peaches due to their small size. How many peaches does Brenda have remaining?",235,제보,135,0.75,1
train-016487,"The total number of Democrats and Republicans in the House of Representatives was 434. There were 30 more Republicans then Democrats. In the Senate, there are 100 senators and the ratio of Democrats to Republicans in the Senate is 5:4. How many Democrats are there in the Senate?",55,제보,55,0.75,6
train-016504,"In a magic square, what is the sum \( a+b+c \)?",47,제보,15,0.625,0
train-016514,The sum of some odd numbers is 576. How many odd numbers are there in the sum?,576,제보,24,0.25,0
train-016530,How many lattice points lie on the graph of the equation $x^2 + y^2 = 72$?,12,제보,4,0.25,0
train-016552,"Example 3-3 $S=\{1,2,3, \cdots, 600\}$, find the number of elements in it that are divisible by $2,3,5$.",400,제보,20,0.25,1
train-016557,"Given that functions $f(x)$ and $g(x)$ are defined on $\mathbb{R}$ as even and odd functions respectively, and $f(x) - g(x) = x^3 + 2^{-x}$, find the value of $f(2) + g(2)$ equal to ( ).",-2,제보,-4,0.25,0
train-016558,"What least number must be added to 1049, so that the sum is completely divisible by a certain number? The answer is 1. What is the divisor?",1050,제보,2,0.375,1
train-016562,"If Kevin holds the world record for eating 64 hot wings in 8 minutes without stopping, and Alan wants to beat this record by eating the biggest quantity of hot wings in the same time frame, currently eating 5 hot wings per minute, how many more wings does Alan need to eat per minute to surpass Kevin's record?",3,제보,4,0.625,2
train-016614,"Rectangle $ABCD$ has width 6 and height 3. Point $M$ is the midpoint of $\overline{CD}$. A circle with radius 1.5 and center $M$ intersects a circle with radius 5 and center $A$. Determine the coordinates of point $P$, where $P$ is one of the intersection points. Additionally, calculate the distance from point $P$ to $\overline{AD}$.",2,제보,2,0.5,5
train-016620,Mark realizes that a lot of the friends on his friends list are people he doesn't talk to anymore.  He keeps x% of his friends list and then contacts the rest.  Of those only 50% respond.  He removes everyone who did not respond. He has 70 friends left after the removal. What is the value of unknown variable x?,100,제보,100,0.125,1
train-016623,the bankers discount of a certain sum of money is rs . 288 and the true discount on the same sum for the same time is rs . 240 . the sum due is :,288,제보,168,0.125,0
train-016626,"Happy Cattle Ranch is home to 200 cows of three different breeds - Breed A, Breed B, and Breed C. The ranch has twice as many cows of Breed A as Breed B, and three times as many cows of Breed C as Breed A. Every year, the breeding rates for each breed are as follows: mother cows of Breed A have enough calves to increase the total number of Breed A cows by 50%, mother cows of Breed B have enough calves to increase the total number of Breed B cows by 25%, and mother cows of Breed C have enough calves to increase the total number of Breed C cows by 40%. If the rancher does not buy or sell any cows, how many cows will the rancher own on Happy Cattle Ranch in two years?",389,제보,3,0.125,0
train-016628,"19. Design a packaging box with a square base to transport four different sizes of chess sets, where the base of each chess box is also square, with side lengths of 21 cm, 12 cm, 14 cm, and 10.5 cm, respectively. To ensure that the packaging box can completely cover the base regardless of which size of chess set it is transporting, what is the minimum side length of the packaging box's base in centimeters?",84,자동탐지,21,0.75,0
train-016652,"Some classmates went camping, among them $n$ people formed a circle, and the rest were spectators. These people were numbered from 1 to $n$ in a clockwise direction. Starting with person number 1, they performed in turn, skipping one person each time. After someone performed, they left the circle to become a spectator. When $n$ is the following values, find the number of the last person to perform:
(1) $n=32$; (2) $n=39$.",12,제보,37,0.25,0
train-016666,"Find
\[
\min_{y \in \mathbb{R}} \max_{0 \le x \le 2} |x^3 - xy^2|.
\]",8,제보,0,0.375,2
train-016677,"Working at their respective constant rates, machine A makes 100 copies in 8 minutes, machine B makes 150 copies in 10 minutes, machine C makes 200 copies in 12 minutes, and machine D makes 250 copies in 15 minutes. If these machines work simultaneously at their respective rates for 40 minutes, what is the total number of copies that they will produce?",2434,제보,2433,0.375,0
train-016765,"Suppose you are interested in finding the number of ""double prime dates"" in a leap year, where both the day and the month are prime numbers, and additionally, the sum of the day and month is also a prime number. How many double prime dates occurred in 2012?",28,제보,0,0.125,0
train-016775,"There are three times as many misses as hits in an MLB game. If the number of misses is 50, how many hits and misses are made in the game?",200,제보,66,0.375,0
train-016784,"If Betsy has already sewn 25% of the quilt, which consists of 16 squares sewn together on one side and 16 squares sewn together on the other side, how many more squares does she need to sew together?",192,제보,24,0.875,0
train-016785,"Every Monday to Friday, Alice has a different walking routine to get to school and back home due to her extracurricular activities and varying terrain conditions. Here's her schedule:

Monday:
- Morning: Alice walks 8 miles through a large grass field and 2 miles up a steep hill to reach school.
- Evening: To avoid the hot afternoon sun, she walks 5 miles through the forest, then swims 1 mile across a river, and finally walks 6 more miles back home.

Tuesday:
- Morning: Alice walks 4 miles through a rocky beach, goes 3 miles across a swamp area, and walks 3 miles uphill to reach school.
- Evening: She walks 2 miles down a steep mountain slope, bikes 8 miles through a neighboring village, and concludes with a 2-mile walk home.

Wednesday:
- Morning: Alice walks 10 miles through several small farms and community gardens.
- Evening: After her school activities, she starts with a 2-mile stroll through the forest, then hikes 6 miles up to a cliff, and finishes with a 4-mile walk back down to her house.

Thursday:
- Morning: Feeling adventurous, Alice walks 6 miles through a hilly trail, then passes 2 miles through a historical fort and walks 2 miles through a valley.
- Evening: She walks 3 miles down a mountain path, takes a ferry 3 miles across the river, and walks the remaining 6 miles home through open fields.

Friday:
- Morning: Alice walks through a 5-mile nature reserve, then bikes 2 miles uphill and walks another 3 miles to get to school.
- Evening: On her way back, she walks 5 miles through a lush meadow, runs 2 miles along the riverbank, and treks 5 miles through a dense forest to return home.

How many miles will Alice have walked by the end of the week considering her different walking routines and terrain challenges for each day?",96,제보,110,0.625,0
train-016791,3. The sum of $m$ consecutive natural numbers is equal to a prime number $p$. What can $m$ be?,12,제보,2,0.125,1
train-016792,"If you throw four dice at the same time, can you find the probability of getting a sum of 10 from the numbers shown on all four dice?",10,제보,0,0.75,1
train-016803,The sum of the first $25$ positive even integers corresponds to the sum of six consecutive even integers. What is the largest of these six integers?,114,제보,108,0.25,0
train-016813,"In a class of some students, 2 students did not borrow any books from the library, 12 students each borrowed 1 book, 13 students each borrowed 2 books, and the rest borrowed at least 3 books. The average number of books per student was 2. What is the total number of students in the class?",43,제보,43,0.375,3
train-016816,"a 21 cm long wire is to be cut into two pieces so that one piece will be 2 / 5 th of the other , how many centimeters will the shorter piece be ?",6,자동탐지,15,1.0,0
train-016820,"1. (7 points) Percival's castle had a square shape. One day, Percival decided to expand his domain and added a square extension to the castle. As a result, the perimeter of the castle increased by $10 \%$. By what percentage did the area of the castle increase?",4,자동탐지,21,1.0,0
